dtstart,dtend,dtstamp,created,description,last-modified,location,sequence,status,summary
"2023-06-08T17:00:00","2023-06-08T18:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","<a href=https://cornell.zoom.us/j/99217324885?pwd=QUtXbmlZRVFyS0dFV2xxM0dqV1FrQT09>https://cornell.zoom.us/j/99217324885?pwd=QUtXbmlZRVFyS0dFV2xxM0dqV1FrQT09</a>\n.........................................................................................................................................\nJoin Teams Meeting\nen-US\nhttps://teams.microsoft.com/l/meetup-join/19%3ameeting_YjZlMThkYzQtZjRlZC00ZjY4LWIyMzQtMmUwMzdlYzM2MDJj%40thread.v2/0?context=%7b%22Tid%22%3a%222a1907c3-592c-40cb-8a88-7f2d40bd937a%22%2c%22Oid%22%3a%22067a3174-f0c3-4b01-b796-16c0bb540348%22%7d\nMeeting ID: 237 050 953 398\nPasscode: QzCQDD\n\nIf you need a local number, get one here. And if you've forgotten the dial-in PIN, you can reset it.\n\n\n\n\nLearn More https://aka.ms/JoinTeamsMeeting |  | Meeting options: https://teams.microsoft.com/meetingOptions/?organizerId=067a3174-f0c3-4b01-b796-16c0bb540348&tenantId=2a1907c3-592c-40cb-8a88-7f2d40bd937a&threadId=19_meeting_YjZlMThkYzQtZjRlZC00ZjY4LWIyMzQtMmUwMzdlYzM2MDJj@thread.v2&messageId=0&language=en-US |\n.........................................................................................................................................\n","2023-10-22T21:28:02Z","https://cornell.zoom.us/j/99217324885?pwd=QUtXbmlZRVFyS0dFV2xxM0dqV1FrQT09","0","","Office Hours w/ Celine (Head TA)"
"2023-08-12T03:30:00Z","2023-08-12T03:59:00Z","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","Lab 8A/B due"
"2023-05-31T17:00:00","2023-05-31T20:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","Bloomberg Building Rooms 061/071, Cornell Tech, 2 W Loop Rd, New York, NY 10044, USA","0","","Wednesday Section - Machine Learning Foundations Course Kickoff"
"2023-06-06T07:45:00","2023-06-06T08:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","265 Office hours"
"2023-06-20","2023-06-21","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","265 Midterm 1"
"2023-05-16T19:15:00","2023-05-16T20:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","160 Test 1 Makeup"
"2023-05-17T08:00:00","2023-05-17T08:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","BB test"
"2023-05-15T13:00:00","2023-05-15T14:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","335 Office Hours"
"2023-04-03T13:00:00","2023-04-03T15:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","335 Office Hours"
"2023-05-08T13:45:00","2023-05-08T14:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","https://us04web.zoom.us/j/75589652602?pwd=bEuBzeP2Ba0tIcxG7d0i6niiO99FuO.1","0","","160 tutoring"
"2023-05-31T09:30:00","2023-05-31T17:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","NYU AI school"
"2023-04-30T06:45:00","2023-04-30T10:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","Rise of the Academic"
"2023-04-29T02:00:00","2023-04-29T06:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","Rise of the Academic"
"2023-05-08","2023-05-09","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","WT2 final"
"2023-05-18","2023-05-19","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","335 Final"
"2023-05-11","2023-05-12","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","MUSIC Final"
"2023-05-08","2023-05-09","2023-11-20T15:07:01Z","2023-10-22T21:28:02Z","","2023-10-22T21:28:02Z","","0","","Play Analysis Final"
"2023-05-16","2023-05-17","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","160 Test 1"
"2023-05-09","2023-05-10","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","160 Test 2"
"2023-04-10T16:00:00Z","2023-04-10T16:15:00Z","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","Event Name: Steven Palomino 160TA Hours\nEvent Description: Online or In Person you MUST signupIf there are any problems or questions with the location/time/etc email me.IMPORTANT:TODAY: 3/1      HOURS WILL END EARLY AT 11:30-----------------------------------------------------Monday(IN PERSON) 12PM - 4 PMLOCATION: Dolciani Math center(SEE MAP BELOW)IMPORTANT:Wednesday(IN PERSON) 10AM - 1 PMLOCATION: Dolciani Math center(SEE MAP BELOW)Thursday(ONLINE-ZOOM) 9AM - 11AMZOOM LINK GIVEN ON SIGNUP2/9/23 -TUTORING WILL BE FROM 9-10:30MAP FOR IN-PERSON LOCATION:https://imgur.com/a/REInT3l\nDate & Time: 12:00pm - 12:15pm (Eastern Time - US & Canada) on Monday, April 10, 2023\nLocation: https://us04web.zoom.us/j/75589652602?pwd=bEuBzeP2Ba0tIcxG7d0i6niiO99FuO.1\n\nPlease share any questions/topics that can help me prepare in advance.: Project time! hehe\n\nNeed to make changes to this event?\nCancel: https://calendly.com/cancellations/acde2015-814f-4e9a-baeb-54a7450b604a\nReschedule: https://calendly.com/reschedulings/acde2015-814f-4e9a-baeb-54a7450b604a\n","2023-10-22T21:28:03Z","https://us04web.zoom.us/j/75589652602?pwd=bEuBzeP2Ba0tIcxG7d0i6niiO99FuO.1","0","","Steven Palomino 160TA Hours with Steven Palomino"
"2023-05-15T13:00:00","2023-05-15T14:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","335 Office Hours"
"2023-05-15T16:00:00","2023-05-15T17:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:25Z","","2023-10-22T21:28:25Z","","0","","335 Office Hours"
"2023-03-30","2023-03-31","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","Ubu Roi presentation"
"2023-05-30T08:00:00","2023-05-30T09:34:00","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:03Z","Online Courses 01","0","","CSCI 26500 Computer Theory 1 at Hunter College"
"2023-03-15T14:30:00","2023-03-15T20:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","Play analysis paper\n335 quiz","2023-10-22T21:28:03Z","","0","","Rise of the Academic"
"2023-03-10T10:30:00","2023-03-10T11:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","335 Midterm Review"
"2023-03-12","2023-03-13","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","Nulty Mc Nulty (please just write the essay)"
"2023-03-16","2023-03-17","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","Summer Registration"
"2023-03-16","2023-03-17","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","335 Midterm"
"2023-03-08","2023-03-09","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","README"
"2023-03-08T14:15:00","2023-03-08T17:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","HN1001J","0","","335 tutoring"
"2023-03-01","2023-03-02","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","WT2 Transcribed play"
"2023-03-01","2023-03-02","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","Play Analysis report"
"2023-03-08","2023-03-09","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","MCNULTY"
"2023-02-17T13:00:00","2023-02-17T13:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","SAF chat"
"2023-02-11T13:00:00","2023-02-11T16:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","","0","","Rise of the Academic"
"2023-03-11T17:00:00","2023-03-11T19:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:28Z","","2023-10-22T21:28:28Z","","0","","Rise of the Academic"
"2023-02-11T13:00:00","2023-02-11T16:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:27Z","","2023-10-22T21:28:27Z","","0","","Puppet Materials"
"2023-03-05T14:00:00","2023-03-05T17:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:27Z","","2023-10-22T21:28:27Z","","0","","Rise of the Academic"
"2023-04-29T16:00:00","2023-04-29T20:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:28Z","","2023-10-22T21:28:28Z","","0","","Rise of the Academic"
"2023-01-26T10:00:00","2023-01-26T11:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","HW714","0","","CSCI 33500"
"2023-01-30T10:00:00","2023-01-30T11:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:03Z","","2023-10-22T21:28:03Z","HW714","0","","CSCI 33500 Software Design and Analysis 3"
"2023-05-18T11:30:00","2023-05-18T13:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:24Z","","2023-10-22T21:28:24Z","HW714","0","","CSCI 33500 Software Design and Analysis 3"
"2023-02-21T10:00:00","2023-02-21T11:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:24Z","","2023-10-22T21:28:24Z","HW714","0","","CSCI 33500 Software Design and Analysis 3"
"2023-01-26T11:30:00","2023-01-26T12:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:04Z","BTB 260","0","","THEA 21200 World Theatre II at Hunter College"
"2023-02-21T11:30:00","2023-02-21T12:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:24Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:24Z","BTB 260","0","","THEA 21200 World Theatre II at Hunter College"
"2023-01-26T16:00:00","2023-01-26T17:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:04Z","North Building 404","0","","MUSHL 10700 The World of Music at Hunter College"
"2023-02-21T16:00:00","2023-02-21T17:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:29Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:29Z","North Building 404","0","","MUSHL 10700 The World of Music at Hunter College"
"2023-01-26T14:30:00","2023-01-26T15:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:04Z","BTB230","0","","THEA 32100 Play Analysis at Hunter College"
"2023-02-21T14:30:00","2023-02-21T15:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:23Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:23Z","BTB230","0","","THEA 32100 Play Analysis at Hunter College"
"2023-01-26T19:30:00","2023-01-26T20:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","The following information couldn’t be added to Exchange:\ntime zone:Floating","2023-10-22T21:28:04Z","https://us02web.zoom.us/j/7153988537?pwd=V2ZLYWt0RWxsbnBjbFBGYjVvb2pEZz09","0","","CSCI 16000 Computer Architecture 1 at Hunter College"
"2022-11-29","2022-11-30","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","Quiz!! 235!"
"2022-12-12","2022-12-13","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","ENG Final Draft"
"2022-12-04","2022-12-05","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","Logic P2 due"
"2022-12-04","2022-12-05","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","Reading journal due"
"2022-12-12","2022-12-13","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","WT3 Final presentation"
"2022-12-06","2022-12-07","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","Quiz!! 235!"
"2022-11-29T16:00:00","2022-11-29T19:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","GEO slides(?)"
"2022-11-30T10:30:00","2022-11-30T14:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","Logic Project Rei"
"2022-11-19T18:30:00","2022-11-19T22:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","Eng 220 discussion board\nWT3 final proposal\nRocks report","2023-10-22T21:28:04Z","","0","","please do your homework"
"2022-11-20","2022-11-21","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","WT3 Final Proposal due 5pm!!!"
"2022-11-20T10:00:00","2022-11-20T15:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","WT3 annotations\n\nLogic hw","2023-10-22T21:28:04Z","","0","","please do your homework"
"2022-11-19T13:30:00","2022-11-19T16:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","Central Park Rocks!"
"2022-11-16T19:30:00","2022-11-16T20:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","WT3/Eng"
"2022-11-04T10:00:00","2022-11-04T11:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","WT3 Music review"
"2022-10-31","2022-11-01","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","CSCI 37200 P1 Due"
"2022-10-20T07:00:00","2022-10-20T08:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","235 Cheat Sheet"
"2022-10-19T14:30:00","2022-10-19T16:00:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","335 workshop"
"2022-10-15T20:00:00","2022-10-15T23:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:04Z","","2023-10-22T21:28:04Z","","0","","Geology"
"2022-10-18","2022-10-19","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","","0","","Geology Midterm/Lab3"
"2022-09-06T13:00:00","2022-09-06T14:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","","0","","GEOL 10100 Introductory Geology Lab at Hunter College"
"2022-09-23T15:30:00","2022-09-23T17:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","HN1000J","0","","372 Office hours"
"2022-09-06T14:30:00","2022-09-06T15:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","https://us02web.zoom.us/meeting/register/tZUocequqjwrGd3MhbP6AnzCC61kraMFqyNY ","0","","235 Review / Online Assessments Workshop"
"2022-09-23T13:00:00","2022-09-23T14:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","https://us02web.zoom.us/j/2403731579\n","0","","GEOL 10100 Introductory Geology Lab at Hunter College"
"2022-08-31T16:00:00","2022-08-31T18:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","HN1001F","0","","CSCI 26700 Micro Processing and Embedded System"
"2022-08-30T13:00:00","2022-08-30T14:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","","0","","GEOL 10100 Introductory Geology Lab at Hunter College"
"2022-08-29","2022-08-30","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","","0","","Preview geo lab 1/linux"
"2022-09-26","2022-09-28","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","","0","","No classes scheduled"
"2022-08-30T14:30:00","2022-08-30T15:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","","0","","Tech Interview Prep"
"2022-11-24","2022-11-26","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","","0","","College Closed"
"2022-10-10","2022-10-11","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","","0","","College Closed"
"2022-10-04","2022-10-06","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","","0","","No Classes"
"2022-09-29","2022-09-30","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","","0","","Classes follow a Monday Schedule"
"2022-09-02","2022-09-03","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","","0","","No Classes"
"2022-09-05","2022-09-06","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","","0","","Labor Day"
"2022-08-25T07:30:00","2022-08-25T08:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","TBA","0","","ENGL 22000 Intro:Writing about Literature at Hunter College"
"2022-08-25T11:30:00","2022-08-25T12:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:26Z","","2023-10-22T21:28:26Z","HW410","0","","ENGL 22000 Intro:Writing about Literature at Hunter College"
"2022-08-25T19:00:00","2022-08-25T20:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","HW224","0","","CSCI 37200 Logic and Programming"
"2022-12-15T18:00:00","2022-12-15T20:30:00","2023-11-20T15:07:01Z","2023-10-22T21:28:26Z","","2023-10-22T21:28:26Z","HW224","0","","CSCI 37200 Logic and Programming FINAL"
"2022-11-15T19:00:00","2022-11-15T20:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:25Z","","2023-10-22T21:28:25Z","HW224","0","","CSCI 37200 Midterm"
"2022-12-13T19:00:00","2022-12-13T20:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:25Z","","2023-10-22T21:28:25Z","BB collaborate","0","","CSCI 37200 Logic and Programming"
"2022-08-29T11:30:00","2022-08-29T12:45:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","N1602","0","","ENGL 22000 Intro:Writing about Literature at Hunter College"
"2022-08-26T13:00:00","2022-08-26T14:15:00","2023-11-20T15:07:01Z","2023-10-22T21:28:05Z","","2023-10-22T21:28:05Z","North Building 1021","0","","GEOL 10100 Introductory Geology Lab at Hunter College"
